Date,Close,High,Low,Open,Volume,Regime,Returns,Price_Change,Gain,Loss,Avg_Gain,Avg_Loss,RS,RSI_Manual,EMA_12,EMA_26,MACD_Line,Signal_Line,MACD_Histogram,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width,BB_Upper_Touch,BB_Lower_Touch,OBV,OBV_Normalized,TR,ATR_14,Simple_Return,Log_Return,Vol_21d,Vol_63d,Skew_63d,Kurt_63d,Price_Mean_63,Price_Std_63,Z_Score,Dollar_Volume,Range,Range_per_Volume,Abs_Return_per_Volume,Cluster
2025-10-30,412.4500122070313,419.0,408.1000061035156,412.7000122070313,8783965,Oct 2024 Crash,0.0026741365921818,1.1000061035156818,1.1000061035156818,0.0,,,,,404.3710310882733,399.07925756871913,5.2917735195541695,3.4033419587268527,1.8884315608273168,,,,,,False,False,48484874.0,99.56893583010552,10.899993896484377,,0.0026741365921818,0.0026705674504241,,,,,,,,3622946471.476136,10.899993896484377,1.2408967814061616,0.000304027560495,
2025-10-31,410.0,417.5,409.0499877929688,414.0499877929688,8012169,Oct 2024 Crash,-0.0059401433737902,-2.450012207031307,0.0,2.450012207031307,,,,,405.23702630546205,399.8882014525177,5.348824852944347,3.792438537570352,1.5563863153739947,,,,,,False,False,40472705.0,95.89495865945766,8.450012207031193,,-0.0059401433737902,-0.0059578562047773,,,,,,,,3284989290.0,8.450012207031193,1.0546472755418903,0.0007436009156543,
2025-11-03,417.0,417.8500061035156,410.1000061035156,414.0,8952229,Oct 2024 Crash,0.0170731707317073,7.0,7.0,0.0,,,,,407.0467145661602,401.1557420856645,5.890972480495634,4.212145326155409,1.6788271543402251,,,,,,False,False,49424934.0,100.0,7.850006103515625,,0.0170731707317073,0.0169290621004479,,,,,,,,3733079493.0,7.75,0.8657061833427182,0.0018910443533613,
2025-11-04,406.5,417.5,405.1000061035156,417.3999938964844,8889004,Oct 2024 Crash,-0.0251798561151078,-10.5,0.0,10.5,2.206371343156244,1.5853490658503466,1.391725892223486,58.189188683727366,406.9626046329048,401.551613042282,5.410991590622757,4.451914579048879,0.9590770115738784,,,,,,False,False,40535930.0,95.92395046013164,12.399993896484377,,-0.0251798561151078,-0.0255022928109361,,,,,,,,3613380126.0,12.399993896484377,1.394981248347326,0.0028689707880586,
2025-11-06,407.8500061035156,409.7000122070313,405.3999938964844,407.1499938964844,6862359,Oct 2024 Crash,0.0033210482251306,1.350006103515625,1.350006103515625,0.0,2.115206986051676,1.4165807393414067,1.493177852351058,59.89054695568535,407.09912793607566,402.01816067644745,5.08096725962821,4.577725115164745,0.5032421444634645,,,,,,False,False,47398289.0,99.07068267494012,4.300018310546932,7.978574480329229,0.0033210482251306,0.003315545723823,,,,,,,,2798813160.0345154,4.300018310546932,0.6266093497217111,0.0004831495588941,
2025-11-07,405.7000122070313,407.2000122070313,401.4500122070313,406.7000122070313,6930046,Oct 2024 Crash,-0.0052715308674989,-2.149993896484318,0.0,2.149993896484318,1.8976527830343928,1.492014073259451,1.271873246402284,55.98345983502424,406.88387936237655,402.29089041945366,4.592988942922887,4.580777880716374,0.0122110622065125,,,,,,False,False,40468243.0,95.8929126109862,6.399993896484318,7.657143729073645,-0.0052715308674989,-0.0052854744104745,,,,,,,,2811519746.7952886,5.75,0.8297203222027675,0.0007626896575397,
2025-11-10,410.4500122070313,412.9500122070313,406.0,406.0,7913640,Oct 2024 Crash,0.011708158385699,4.75,4.75,0.0,2.182085676295125,1.3432320886824192,1.624503832718544,61.89755992986421,407.4325151846312,402.89526981112607,4.537245373505073,4.572071379274114,-0.034826005769041,,,,,,False,False,48381883.0,99.52170934464544,7.25,7.44285801478793,0.011708158385699,0.0116401482336658,,,,,,,,3248153634.6020517,6.950012207031307,0.8782320407589057,0.0014708968608207,
2025-11-11,407.6000061035156,413.7000122070313,402.6499938964844,412.5499877929688,8120946,Oct 2024 Crash,-0.006943613153258,-2.850006103515682,0.0,2.850006103515682,1.9704769952978616,1.4893521358022803,1.323043052029069,56.95301474819647,407.4582830183057,403.2437687957475,4.2145142225581935,4.50055994793093,-0.2860457253727366,,,,,,False,False,40260937.0,95.7978525203493,11.050018310546932,7.746431623186372,-0.006943613153258,-0.0069678322120322,,,,,,,,3310097639.166321,11.050018310546932,1.3606811707092907,0.000858007455293,
2025-11-12,402.1499938964844,411.3999938964844,401.8999938964844,407.6000061035156,12940220,Oct 2024 Crash,-0.0133709816619755,-5.45001220703125,0.0,5.45001220703125,1.784149242994307,1.863871041869984,0.957227835464575,48.90732791143672,406.6416231534101,403.1627484328391,3.4788747205710138,4.296222902458947,-0.8173481818879331,,,,,,False,False,27320717.0,89.8641193623042,9.5,8.164289202008916,-0.0133709816619755,-0.013461178149981,,,,,,,,5203909394.019165,9.5,0.734145169092952,0.0010402588325377,
2025-11-13,397.9500122070313,404.0,397.3999938964844,404.0,13165720,Oct 2024 Crash,-0.0104438188566382,-4.199981689453068,0.0,4.199981689453068,1.6192547887820312,2.07977881512678,0.7785706715564001,43.77507647053939,405.3044522385826,402.77661982352,2.527832415062562,3.9425448049796703,-1.414712389917108,405.2775024414062,6.550642803774497,418.3787880489552,392.1762168338572,0.0646534067577223,False,False,14154997.0,83.82698326156267,6.600006103515625,8.132147652762265,-0.0104438188566382,-0.0104987382462218,,,,,,,,5239298434.714356,6.600006103515625,0.5013023293458789,0.0007974298592269,3.0
2025-11-14,391.2000122070313,399.6000061035156,387.2999877929688,397.9500122070313,21834850,Oct 2024 Crash,-0.0169619293703862,-6.75,0.0,6.75,1.472677340343389,2.5025344615298466,0.5884743498969095,37.04651258203199,403.1345383875747,401.91909333340976,1.2154450541649453,3.3971248548167257,-2.1816798006517804,405.2950027465821,6.510414560394181,418.3158318673704,392.2741736257937,0.0642535882877877,False,True,-7679853.0,73.8146207634026,12.300018310546818,8.475006103515609,-0.0169619293703862,-0.0171074305619148,,,,,,,,8541793586.538697,12.300018310546818,0.5633204858538904,0.0007834920121693,3.0
2025-11-17,372.7000122070313,380.0,363.0,380.0,32393340,Oct 2024 Crash,-0.0472903870724048,-18.5,0.0,18.5,1.3418658891302224,3.9235189674311535,0.342005709738873,25.48466875043478,398.452303590568,399.7547169536781,-1.30241336311002,2.457217211231377,-3.7596305743413967,404.0900039672852,9.642428568475248,423.3748611042357,384.8051468303347,0.0954483256087264,False,True,-40073193.0,58.96066652940748,28.200012207031307,9.910720825195304,-0.0472903870724048,-0.048445130126549,0.2451675345678188,,,,,,,12072998213.426516,17.0,0.5247992334226727,0.0014955274796161,3.0
2025-11-18,371.2999877929688,374.0,369.1499938964844,373.1000061035156,17484750,Oct 2024 Crash,-0.0037564378003959,-1.4000244140625,0.0,1.4000244140625,1.2247119740459158,3.703200924461384,0.3307171279732939,24.85254912717491,394.27502423709126,397.64695923806994,-3.371935000978681,1.2913867687893654,-4.663321769768047,402.82500305175785,12.038606082214171,426.90221521618616,378.74779088732953,0.1195417959760293,False,True,-57557943.0,50.94304079853668,4.850006103515625,9.85714939662388,-0.0037564378003959,-0.003763510931611,0.2368942965493137,,,,,,,6492087461.563111,4.850006103515625,0.2773849270659074,0.0002152453384584,3.0
2025-11-19,360.8500061035156,371.25,360.3500061035156,371.2000122070313,17854510,Oct 2024 Crash,-0.0281443092728566,-10.449981689453182,0.0,10.449981689453182,1.1194576280977615,4.2830335804032105,0.2613702664438074,20.72113743260263,389.1327137550027,394.9212590058808,-5.78854525087803,-0.1245996351441138,-5.663945615733916,400.8800033569336,15.270227207545243,431.4204577720241,370.33954894184313,0.1523670632575705,False,True,-75412453.0,42.75586175462184,10.949981689453182,10.071432931082594,-0.0281443092728566,-0.0285479518740139,0.2523437647299014,,,,,,,6442800042.475281,10.899993896484377,0.6104896687998929,0.0015989210498643,3.0
2025-11-20,359.79998779296875,364.3999938964844,359.25,362.0,15999030,Oct 2024 Crash,-0.0029098470078607,-1.050018310546875,0.0,1.050018310546875,1.024625416104455,4.009156318992618,0.255571330868414,20.35498299341133,384.6199866839206,392.3196833604799,-7.699696676559256,-1.6396190434271425,-6.060077633132114,398.7775024414063,17.81281843570196,434.4031393128102,363.1518655700024,0.1786742564627928,False,True,-91411483.0,35.419512387489114,5.149993896484375,9.660718645368307,-0.0029098470078607,-0.0029140888433921,0.2483915177440112,,,,,,,5756450798.699341,5.149993896484375,0.3218941333621085,0.0001821415950462,2.0
2025-11-21,362.25,364.25,358.0,359.0,10829320,Oct 2024 Crash,0.0068093726796927,2.45001220703125,2.45001220703125,0.0,1.1437906955488528,3.6739825709754985,0.3113217532888728,23.741065265489524,381.17845027100975,390.0922994078517,-8.913849136841975,-3.094465062110109,-5.8193840747318655,396.5975021362305,19.49065040607857,435.5788029483877,357.61620132407336,0.1965786501538133,False,False,-80582163.0,40.38529312097594,6.25,9.503574916294651,0.0068093726796927,0.0067862936116281,0.2492523066151545,,,,,,,3922921170.0,6.25,0.5771368839410046,0.0006266592557638,2.0
2025-11-24,358.29998779296875,362.8500061035156,356.79998779296875,362.5,12671920,Oct 2024 Crash,-0.0109041054714458,-3.95001220703125,0.0,3.95001220703125,1.0493175000905108,3.696781673871573,0.2838462188630089,22.1090512783055,377.6586868128496,387.73731336230486,-10.078626549455237,-4.491297359579136,-5.587329189876101,394.3475021362305,21.19874611818373,436.74499437259794,351.95000989986306,0.2150260468581382,False,False,-93254083.0,34.57458883000602,6.050018310546875,9.375004359654026,-0.0109041054714458,-0.0109639909591871,0.2440203223622372,,,,,,,4540348781.313477,6.050018310546875,0.4774350146265818,0.0008652193952603,2.0
2025-11-25,352.45001220703125,358.1000061035156,352.0,358.0,12577560,Oct 2024 Crash,-0.0163270326130117,-5.8499755859375,0.0,5.8499755859375,0.963604708009007,3.872663865944179,0.2488221909685606,19.92454912861368,373.7804291811853,385.123439202655,-11.343010021469752,-5.861639891957259,-5.481370129512492,391.46750335693366,22.80500135574285,437.0775060684193,345.857500645448,0.2330206329790762,False,False,-105831643.0,28.807153282596342,6.29998779296875,8.939289637974339,-0.0163270326130117,-0.0164617873869319,0.2467363070322041,,,,,,,4432961175.534668,6.100006103515625,0.4849912147917103,0.0013088220121336,2.0
2025-11-26,359.25,362.8500061035156,354.29998779296875,354.45001220703125,13130210,Oct 2024 Crash,0.0192934815078809,6.79998779296875,6.79998779296875,0.0,1.4355060191105211,3.5595392596269564,0.4032842214699899,28.73859873144839,371.544978537926,383.20688815060646,-11.66190961268046,-7.0216938361019,-4.640215776578561,388.8550033569337,23.375039685497168,435.605082727928,342.1049239859393,0.2404499310406558,False,False,-92701433.0,34.828006285798395,10.399993896484377,9.375002179827012,0.0192934815078809,0.0191097221044617,0.2498220697894586,,,,,,,4717027942.5,8.550018310546875,0.6511714824474913,0.0014554011020738,2.0
2025-11-27,357.79998779296875,362.7999877929688,356.45001220703125,362.0,8871759,Oct 2024 Crash,-0.0040362204788622,-1.45001220703125,0.0,1.45001220703125,1.320521943141913,3.390566078292756,0.3894694610425739,28.030084284856443,369.43036457716335,381.3248955315222,-11.894530954358856,-7.996261259753291,-3.898269694605565,386.1775024414063,23.727028498195168,433.6315594377967,338.72344544501595,0.2457629286863516,False,False,-101573192.0,30.759864434385904,6.349975585937557,9.371429443359387,-0.0040362204788622,-0.0040443880014284,0.2474340276575052,,,,,,,3174315261.9021606,6.349975585937557,0.7157515872486568,0.0004558721671123,2.0
2025-11-28,356.79998779296875,359.75,355.1000061035156,358.0,10905210,Oct 2024 Crash,-0.0027948575576213,-1.0,0.0,1.0,1.2156574235633864,3.200727836964908,0.3798065582221243,27.52607283672457,367.48722968728725,379.5082356990368,-12.021006011749536,-8.80121021015254,-3.2197958015969945,383.3950012207032,23.74692565409274,430.8888525288887,335.9011499125177,0.2477541499339758,False,False,-112478402.0,25.759284369097607,4.649993896484375,9.1857147216797,-0.0027948575576213,-0.0027987704643836,0.2467966821663824,,,,,,,3890978794.8797607,4.649993896484375,0.4264011327140307,0.0002566452607866,2.0
2025-12-01,363.7999877929688,365.0,358.70001220703125,359.0,12714130,Oct 2024 Crash,0.0196188347519277,7.000000000000057,7.000000000000057,0.0,1.6713624447688966,2.9485664672772063,0.5668389922077226,36.17723295289133,366.91996170354594,378.3446617800688,-11.424700076522868,-9.325908183426606,-2.098791893096262,381.0850006103516,23.26487030650261,427.6147412233568,334.55525999734635,0.2441961270503036,False,False,-99764272.0,31.58934404016161,8.20001220703125,8.982142857142865,0.0196188347519277,0.0194288660364628,0.261280537916469,,,,,,,4625400338.798219,6.29998779296875,0.495510726488462,0.0015281317743693,2.0
2025-12-02,361.75,364.0,359.6000061035156,364.0,8576018,Oct 2024 Crash,-0.0056349309009197,-2.049987792968807,0.0,2.049987792968807,1.5406495721948106,2.878290986264525,0.5352653986504267,34.86468197100977,366.1245829799235,377.1154275741378,-10.990844594214307,-9.658895465584148,-1.3319491286301623,378.3225006103516,22.022902623875325,422.3683058581023,334.27669536260095,0.2328479282976354,False,False,-108340290.0,27.6568141163588,4.399993896484375,8.617856706891748,-0.0056349309009197,-0.0056508670181917,0.2612829810970544,,,,,,,3102374511.5,4.399993896484375,0.5130579129479876,0.0006589150137268,2.0
2025-12-03,356.8500061035156,361.7000122070313,354.1000061035156,361.7000122070313,9504331,Oct 2024 Crash,-0.0135452491955339,-4.899993896484375,0.0,4.899993896484375,1.4209706903587584,3.0353384732898285,0.4681424173491433,31.886716970851808,364.6977249989377,375.6142852429806,-10.916560244042898,-9.910428421275896,-1.006131822767001,375.8400009155274,21.47090689309804,418.7818147017235,332.89818712933135,0.2285111413452105,False,False,-117844621.0,23.29860660522408,7.649993896484375,8.692855834960946,-0.0135452491955339,-0.0136378229906481,0.2486927635776409,,,,,,,3391620575.359833,7.600006103515682,0.7996360925893344,0.001434906148644,2.0
2025-12-04,356.45001220703125,359.5,354.29998779296875,357.0,9173145,Oct 2024 Crash,-0.0011209020306653,-0.399993896484375,0.0,0.399993896484375,1.3112744046513272,2.83189478961906,0.4630378252250384,31.649067251820085,363.4288461078752,374.19470946254,-10.76586335466476,-10.08151540795367,-0.6843479467110889,373.2700012207032,20.49162893884931,414.2532590984018,332.28674334300456,0.2195904184299369,False,False,-127017766.0,19.09226431351222,5.20001220703125,8.185712541852691,-0.0011209020306653,-0.0011215307111833,0.240561909731411,,,,,,,3269767647.226868,5.20001220703125,0.5668734340328481,0.0001222623986847,2.0
2025-12-05,353.6000061035156,356.54998779296875,353.0,355.0,5667381,Oct 2024 Crash,-0.0079955281411528,-2.850006103515625,0.0,2.850006103515625,1.2106271580855126,2.833284928760732,0.4272874732069521,29.93702959130482,361.9167168764352,372.66917588039,-10.752459003954757,-10.215704127153888,-0.5367548768008668,370.6650009155274,19.43641839206917,409.5378376996658,331.79216413138903,0.209746464803119,False,False,-132685147.0,16.493488824457568,3.54998779296875,6.424996512276794,-0.0079955281411528,-0.0080276637852,0.2380710989960629,,,,,,,2003985956.1909485,3.54998779296875,0.6263894721333805,0.0014164679920407,2.0
2025-12-08,348.29998779296875,356.20001220703125,345.79998779296875,353.95001220703125,7186158,Oct 2024 Crash,-0.0149887393073044,-5.300018310546875,0.0,5.300018310546875,1.1181974669765675,3.0216165740603262,0.3700659695131269,27.01081391318955,359.8218354789788,370.86405083687725,-11.042215357898442,-10.3810063733028,-0.6612089845956426,367.5574996948243,17.6246362412532,402.8067721773307,332.3082272123179,0.1918027656177505,False,False,-139871305.0,13.198278696380072,10.4000244140625,6.8214263916015705,-0.0149887393073044,-0.0151022057000695,0.2397089666696089,,,,,,,2502938743.6783447,10.4000244140625,1.4472301352214216,0.0021015688355404,2.0
2025-12-09,344.70001220703125,348.6499938964844,341.70001220703125,348.5,9143402,Oct 2024 Crash,-0.0103358475799814,-3.5999755859375,0.0,3.5999755859375,1.0332426339494896,3.0655572864432497,0.3370488747735288,25.208418415566044,357.4954011294484,368.9259739013331,-11.430572771884728,-10.590919653019183,-0.8396531188655416,364.4125,15.598870072522027,395.6102401450441,333.214759854956,0.1712221185883802,False,False,-149014707.0,9.00557504646254,6.949981689453125,6.5357121058872805,-0.0103358475799814,-0.0103896333881795,0.229759269446774,,,,,,,3151730781.013794,6.949981689453125,0.7601089495412239,0.0011362984355472,2.0
2025-12-10,343.3999938964844,347.5,341.95001220703125,347.0,8705054,Oct 2024 Crash,-0.0037714484029842,-1.300018310546875,0.0,1.300018310546875,0.9550974936401944,2.9320278651246783,0.3257463904080532,24.57079217902236,355.32687693976163,367.0351605676406,-11.708283627878984,-10.814392447991146,-0.893891179887838,361.475,13.510228182677247,388.4954563653545,334.4545436346455,0.1495011072154616,False,False,-157719761.0,5.013875711955627,5.54998779296875,6.564283098493307,-0.0037714484029842,-0.0037785782467164,0.2302596652831388,,,,,,,2989315490.468567,5.54998779296875,0.6375592607430982,0.000434067180596,1.0
2025-12-11,346.6499938964844,348.20001220703125,341.3999938964844,343.3999938964844,6756893,Oct 2024 Crash,0.0094641818805032,3.25,3.25,0.0,1.127936851571484,2.711203750705699,0.4160280654959604,29.379930781968483,353.99197185618056,365.525148221629,-11.533176365448467,-10.958149231482611,-0.5750271339658575,358.9099990844727,10.823387790348884,380.5567746651705,337.2632235037749,0.1206250906127749,False,False,-150962868.0,8.112246530957373,6.800018310546875,6.603570120675228,0.0094641818805032,0.0094196770917615,0.2371626105651455,,,,,,,2342276917.209198,6.800018310546875,1.0063824172658755,0.0013940840992689,1.0
2025-12-12,347.45001220703125,349.3500061035156,344.75,348.0,7241621,Oct 2024 Crash,0.0023078561218314,0.800018310546875,0.800018310546875,0.0,1.1033354401029558,2.507801287283777,0.4399612703357325,30.55368775530705,352.9855165255422,364.18624925758473,-11.200732732042525,-11.006665931594595,-0.1940668004479295,356.72249908447264,8.009047412708728,372.7405939098901,340.7044042590552,0.089807034131729,False,False,-143721247.0,11.432889197441844,4.600006103515625,6.499997820172995,0.0023078561218314,0.0023051971121805,0.2389721458900659,,,,,,,2516101304.848694,4.600006103515625,0.6352177369563562,0.0003183261195498,1.0
2025-12-15,347.1499938964844,348.75,343.04998779296875,347.45001220703125,8169383,Oct 2024 Crash,-0.0008634862570334,-0.300018310546875,0.0,0.300018310546875,1.0208564363744472,2.342760145894329,0.4357494462945731,30.34996443280329,352.08774381337946,362.92430441602176,-10.836560602642294,-10.972644865804137,0.136084263161841,355.4449981689453,7.335794460367372,370.11658708968,340.77340924821056,0.0825533570387238,False,False,-151890630.0,7.686821604474344,5.70001220703125,6.457142421177459,-0.0008634862570334,-0.0008638592760381,0.2364665318117428,,,,,,,2836001258.588043,5.70001220703125,0.6977286053342401,0.0001057435152738,1.0
2025-12-16,345.45001220703125,349.3500061035156,343.8999938964844,347.1499938964844,8391226,Oct 2024 Crash,-0.0048969659206159,-1.699981689453125,0.0,1.699981689453125,0.9447960397628684,2.294869000197165,0.4116993343331125,29.16338658809381,351.06655433547974,361.629912400541,-10.563358065061266,-10.89078750565556,0.3274294405942957,354.1524993896484,6.639482040045558,367.4314634697395,340.8735353095573,0.0749900910086827,False,False,-160281856.0,3.8390279848256754,5.45001220703125,6.103572300502236,-0.0048969659206159,-0.0049089953460888,0.1781925732399116,,,,,,,2898749124.131958,5.45001220703125,0.6494893841533109,0.0005850152702464,1.0
2025-12-17,346.3500061035156,350.0,345.3999938964844,346.45001220703125,7045390,Oct 2024 Crash,0.0026052796777584,0.899993896484375,0.899993896484375,0.0,0.9414682333908608,2.124411090755035,0.4431666909892918,30.70793510938786,350.34093153056216,360.4980674896502,-10.157135959088066,-10.744057196342062,0.5869212372539963,353.42749938964846,6.661284524219483,366.75006843808745,340.10493034120947,0.0753906760025544,False,False,-153236466.0,7.069688997881042,4.600006103515625,5.978574480329241,0.0026052796777584,0.002601891819595,0.1794855821384487,,,,,,,2440170869.501648,4.600006103515625,0.652910073610634,0.0003693041576967,1.0
2025-12-18,345.79998779296875,347.45001220703125,337.70001220703125,346.3500061035156,15417500,Oct 2024 Crash,-0.0015880418676317,-0.550018310546875,0.0,0.550018310546875,0.8717366916066885,2.0078008515094945,0.4341748789235267,30.27349630119116,349.6423248017016,359.4093208454516,-9.766996043749998,-10.54864496582365,0.7816489220736518,352.7274993896484,6.691911234533132,366.1113218587147,339.34367692058214,0.0758876044097799,False,False,-168653966.0,0.0,9.75,6.342860630580357,-0.0015880418676317,-0.0015893041426591,0.1542476227762386,,,,,,,5331371311.798096,9.75,0.6323982487433112,0.0001030844263116,1.0
2025-12-19,352.6499938964844,354.79998779296875,347.0,347.3999938964844,74052760,Oct 2024 Crash,0.0198091565798919,6.850006103515625,6.850006103515625,0.0,1.3133628799780257,1.859480764881326,0.7063062467666051,41.39387335099033,350.10504312397586,358.9086299603429,-8.80358683636706,-10.199633339932332,1.3960465035652732,352.2474990844727,6.306103254260455,364.8597055929936,339.6352925759518,0.0716099137186286,False,False,-94601206.0,33.956866070032454,9.0,6.400002615792411,0.0198091565798919,0.0196155083982677,0.1714077682637146,,,,,,,26114705362.017822,7.79998779296875,0.1053301429003962,0.0002648855815538,4.0
2025-12-22,359.1499938964844,360.9500122070313,353.6000061035156,356.25,10798310,Oct 2024 Crash,0.0184318732808712,6.5,6.5,0.0,1.6955758017027498,1.7224521739871157,0.984396447872249,49.60684388080613,351.4965740120541,358.92650877042746,-7.429934758373349,-9.645693623620538,2.2157588652471887,352.2899993896484,6.351740401194104,364.9934801920366,339.58651858726023,0.072119451726687,False,False,-83802896.0,38.90842717933739,8.300018310546932,6.678575788225451,0.0184318732808712,0.0182640651798599,0.1822109270195808,,,,,,,3878212970.592346,7.350006103515682,0.6806626317929084,0.0016913818162156,0.0
2025-12-23,363.25,366.75,357.6499938964844,361.0,11885570,Oct 2024 Crash,0.0114158601508909,4.100006103515625,4.100006103515625,0.0,1.8723626169508805,1.595808106148339,1.1733006053403483,53.98703715708966,353.30479339481496,359.2467673800254,-5.941973985210439,-8.904949695938518,2.962975710728079,352.8299987792969,6.808707810087696,366.4474143994723,339.2125831591215,0.0771896701940777,False,False,-71917326.0,44.35855096481136,9.100006103515623,6.782148088727682,0.0114158601508909,0.0113511909239173,0.1823212977653865,,,,,,,4317433302.5,9.100006103515623,0.7656348078817949,0.0009550396761718,0.0
2025-12-24,359.20001220703125,364.8999938964844,358.54998779296875,364.0,9212351,Oct 2024 Crash,-0.0111493125752752,-4.04998779296875,0.0,4.04998779296875,1.7349843818353134,1.775875188763409,0.9769742788306148,49.41765248501349,354.2117501351559,359.2433040338777,-5.031553898721768,-8.130270536495168,3.0987166377734,352.82749938964844,6.806235798985906,366.43997098762026,339.2150277916766,0.0771621918445691,False,False,-81129677.0,40.13423077610901,6.350006103515625,6.864290509905138,-0.0111493125752752,-0.0112119320384083,0.1769392970011734,,,,,,,3309076591.6554565,6.350006103515625,0.6892926793079883,0.0012170543695532,1.0
