Date,Ticker,Open,High,Low,Close,Volume
2021-03-02,5PAISA.NS,263.75,270.6000061035156,260.0,267.6499938964844,45906.0
2021-03-02,3IINFOLTD.NS,66.0,67.5,65.5,67.5,936008.0
2021-03-02,A2ZINFRA.NS,4.150000095367432,4.25,4.150000095367432,4.150000095367432,401022.0
2021-03-02,360ONE.NS,258.23813465959597,267.56368716999805,257.488558545894,266.7810363769531,104320.0
2021-03-02,3MINDIA.NS,22760.513102747373,23410.76946354636,22431.04383174945,23288.837890625,9923.0
2021-03-02,3PLAND.NS,9.399999618530273,9.850000381469727,9.149999618530273,9.550000190734863,9385.0
2021-03-02,20MICRONS.NS,36.82162759511717,36.969108496284896,36.23169273837477,36.33001708984375,63874.0
2021-03-02,AAATECH.NS,26.75546646118164,26.75546646118164,26.75546646118164,26.75546646118164,4500.0
2021-03-02,21STCENMGM.NS,11.621020944940723,11.766283337330174,11.47575855255127,11.47575855255127,1345.0
2021-03-02,63MOONS.NS,78.25230945052083,79.0734741866862,76.80319260884451,77.43114471435547,49044.0
2021-03-03,5PAISA.NS,271.0,271.0,263.5,268.25,38408.0
2021-03-03,3IINFOLTD.NS,70.5,70.5,68.5,70.5,887720.0
2021-03-03,A2ZINFRA.NS,4.25,4.400000095367432,4.150000095367432,4.300000190734863,715000.0
2021-03-03,360ONE.NS,264.55442513992534,268.12589911456723,260.94987647976745,265.877197265625,149448.0
2021-03-03,3MINDIA.NS,23364.410291224183,24154.062328899752,23132.15969190784,24118.9453125,10555.0
2021-03-03,3PLAND.NS,9.850000381469727,9.850000381469727,9.25,9.300000190734863,13273.0
2021-03-03,20MICRONS.NS,36.772464366724485,38.54226129465081,36.330014197070355,37.50988006591797,216918.0
2021-03-03,AAATECH.NS,26.75546527183802,26.75546527183802,26.723651885986328,26.723651885986328,9000.0
2021-03-03,21STCENMGM.NS,11.57259960929519,11.57259960929519,11.475758324148252,11.524178504943848,2189.0
2021-03-03,63MOONS.NS,79.12178420937416,79.21839052858375,77.4311478261422,77.96248626708984,48066.0
2021-03-04,5PAISA.NS,267.0,272.45001220703125,265.04998779296875,268.5,22795.0
2021-03-04,3IINFOLTD.NS,69.5,72.5,67.5,71.5,1094812.0
2021-03-04,A2ZINFRA.NS,4.199999809265137,4.300000190734863,4.150000095367432,4.25,418060.0
2021-03-04,360ONE.NS,265.8771438297855,266.5274958961333,260.55298171151804,262.0631408691406,26680.0
2021-03-04,3MINDIA.NS,23875.360583026923,24648.89475873782,23523.176152259886,24331.408203125,5399.0
2021-03-04,3PLAND.NS,9.649999618530273,9.850000381469727,9.25,9.649999618530273,7994.0
2021-03-04,20MICRONS.NS,37.26407425258662,38.24729516953413,36.87078438553156,37.60820007324219,90953.0
2021-03-04,AAATECH.NS,26.723651885986328,26.723651885986328,26.723651885986328,26.723651885986328,9000.0
