Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,90.5761048182876,91.92098350129918,93.06750491979906,91.59697005112398,92.64379560851663,1461450
2020-01-02,95.2178914757989,96.63169090325944,97.00555608714157,92.1203828298203,93.41644423682773,2638338
2020-01-03,93.84254953470122,95.23592602883812,97.50404299898443,94.41341806051344,96.55691330269903,2105309
2020-01-06,91.16554033860373,92.51917388055591,95.21100016198466,92.22007869092755,95.21100016198466,1703112
2020-01-07,90.74802256092481,92.09545696296684,94.41341806051344,90.87416555021318,93.46629597053467,1825796
2020-01-08,89.69196294727337,91.02371314502736,91.74651764593817,89.87719172652747,89.95196172078124,988610
2020-01-09,94.33373439217137,95.73441294068098,96.10827812456311,91.92098350129918,92.4443962799955,1797437
2020-01-10,96.47042959622239,97.9028264434134,99.19889545672747,94.71251325014181,95.9836563966024,2505329
2020-01-13,96.39675491012451,97.82805644915963,98.60071268377737,95.51009535161302,97.05540021454188,1413069
2020-01-14,96.1511548750828,97.5788129932382,98.75026027859155,96.55691330269903,97.70343472119892,1383757
2020-01-15,98.38608552936653,99.8469299633845,100.59466033114877,96.70646089751321,97.20494780935606,1850446
2020-01-16,97.01074358826885,98.4511650889632,99.99647755819869,98.15206989933482,99.67245650171685,1103669
2020-01-17,96.88794737390131,98.32654336100248,99.42321304579542,97.62866472694515,98.7751785391384,804157
2020-01-20,95.80731938980838,97.22987367620954,100.42018686948113,96.85600849232739,98.80010440599186,1343246
2020-01-21,94.03902043516662,95.43531775105261,97.95267817712033,94.76236498384874,97.60373886009167,874312
2020-01-22,91.1409795744689,92.49424801370245,96.00858226345588,91.8462135070454,95.75933880753445,1480430
2020-01-23,92.5408822797014,93.91493114867059,94.88698671180946,91.67174004537776,92.76841733647734,1612956
2020-01-24,91.58305050997602,92.94288319183835,95.18607429513119,92.29484868518132,93.91493114867059,964477
2020-01-27,89.52003759832952,90.8492396833597,93.16720078090631,90.20120517670267,92.66871386906345,1295555
2020-01-28,86.49920052326426,87.78354821804882,91.87113937389887,87.16043957824526,91.4474224563098,1602770
2020-01-29,92.3689645370642,93.74046529330957,94.11433047719171,88.80544030228135,88.80544030228135,2478539
2020-01-30,91.4602542956085,92.81826146387765,95.95873052974893,91.89606524075235,95.23592602883812,3017661
2020-01-31,86.74480055830598,88.03279167397025,93.86508702127028,87.73369648434188,93.16720078090631,3091501
2020-02-03,80.48208713726858,81.6770835479739,83.82057118385283,79.55851417264176,81.75185354222766,2751952
2020-02-04,81.39078216611102,82.59927977109918,83.9950446455205,80.40594040151329,83.09776668294204,2074475
2020-02-05,90.25683009714803,91.59697005112398,92.22007869092755,83.07284081608856,83.34701013886345,3949446
2020-02-06,87.84998930653373,89.15438722561666,91.32280072834908,87.63400062323464,91.07355727242766,2456672
2020-02-07,85.2712231669756,86.5373309384417,88.78052204173453,86.18838401510638,88.73067030802758,1696538
2020-02-10,82.98716337811557,84.21936223458844,86.73672266065618,83.77072705645254,86.73672266065618,1441020
2020-02-11,83.35555962752483,84.59322741847059,87.3099795667528,84.06981463977426,85.76467470382394,1780317
2020-02-12,83.89587361957129,85.14156606402038,86.3877833436275,84.24428810144192,85.73974883697048,1353331
2020-02-13,83.23276341315729,84.46860569050988,85.86437056493119,83.84549705070631,85.2661877919811,979457
2020-02-14,83.06084567052008,84.29413983514885,87.78354821804882,83.94519291181355,84.89232260809895,2121007
2020-02-17,83.06084567052008,84.29413983514885,85.34095778623487,82.97314495498132,85.21633605827415,1189932
2020-02-18,79.37689078273418,80.55548799632747,83.94519291181355,79.06002726079892,83.94519291181355,2139569
2020-02-19,77.63315259222726,78.78585793802402,81.80170527593461,76.2684975119563,81.2533666303848,3419137
2020-02-20,77.8296310989993,78.98524966023851,80.82964971279573,77.76395824748485,79.06002726079892,2082091
2020-02-24,73.97376607488283,75.0721319660561,77.6642623863776,74.54871918735978,76.96637614601363,1867741
2020-02-25,73.60536982547359,74.69826678217397,76.46788923417078,73.50189362996714,75.77001060011344,2097229
2020-02-26,70.97748215764578,72.03135876129205,73.75113708588857,71.68241944426339,73.60158949107438,1794832
2020-02-27,71.22307458638085,72.28060221721348,73.128028446085,70.33650630354902,72.1310546223993,1913144
2020-02-28,63.363983756492225,64.30481162772786,69.5389242020778,63.33276367089562,69.28968074615638,4047465
2020-03-02,61.49744174531112,62.410559841463694,66.69755032583487,61.712681207406355,66.54800273102069,4629842
2020-03-03,64.05165092388775,65.00269026178519,65.45133304622775,62.43548570831716,63.18321607608144,3144747
2020-03-04,62.037755737357585,62.958898487013485,65.05254199549213,60.09259874391709,65.05254199549213,3369295
2020-03-05,61.71848101621801,62.634881233684965,64.70360267846347,61.96192466332778,63.806324715885005,4052208
2020-03-06,56.118873998441295,56.95212967804579,58.44759041357435,56.30409517138876,56.977055544899265,4170651
2020-03-09,51.96828741101344,52.73991679423503,54.93325616382092,52.0171084901709,54.83356030271368,3906384
2020-03-11,48.62816800850196,49.350204272442305,53.088856111263695,48.72709563263874,52.44082160460666,5742651
2020-03-12,43.22504330065061,43.86684824217094,47.30640869451728,42.745252690524524,46.20973520657102,8037400
2020-03-13,44.08463201383666,44.73920033789593,46.957465574335295,38.881979123742425,40.975622632221075,10613570
2020-03-16,40.744512611325185,41.34948781610321,43.692378583656605,40.975622632221075,43.24373960236738,3827222
2020-03-17,38.26398572515307,38.8321311931888,42.27169164553514,38.632735667821,41.2248660881425,5206037
2020-03-18,37.08511848767412,37.635761844135295,40.128196403349556,37.43636631876749,39.878952947428125,3815807
2020-03-19,35.83257276094399,36.36461869767469,38.13424875597815,34.295901056049516,35.19317521547466,5387940
2020-03-20,38.01838569011135,38.58288773726738,39.654635358360174,36.239996969713985,37.0375790711852,4843183
2020-03-23,34.23619535209276,34.74453623418543,35.94090558323894,34.74453623418543,35.392570740842466,1526872
2020-03-24,33.69588516319961,34.196201391788954,35.49226660194971,31.703766832574697,34.89408382899961,2487156
2020-03-25,34.48179158398115,34.993779690106855,35.74151005787113,33.44847102402468,34.34574898660314,2611383
2020-03-26,34.77651314729253,35.29287487973522,36.638788020449596,34.04665760012809,35.74151005787113,2888342
2020-03-27,34.70283085488803,35.21810108232813,37.81023150264963,34.594992442524564,35.41749660769593,2962238
2020-03-30,33.474845892292734,33.971883802721,35.21810108232813,33.598018618838864,35.21810108232813,2142665
2020-03-31,34.89930936166007,35.41749660769593,35.61688832991042,33.99680586642115,35.61688832991042,2418642
2020-04-01,33.37660663890671,33.87218413846044,35.691662127317514,33.69771447994611,35.442418671396084,2648532
2020-04-03,32.07494699021354,32.55119686459954,33.897110005313905,32.30195340867811,33.897110005313905,1899909
2020-04-07,33.08188887874864,33.57309275198539,34.39559691715676,33.37369722661759,34.37067105030329,1972661
2020-04-08,33.20469269942282,33.69771447994611,35.66674006361736,32.62596685885331,33.423548960324524,4414992
2020-04-09,36.64304374901368,37.18712286284607,37.98470116116396,34.495292778264,34.669766239931654,8287109
2020-04-13,36.495686770511305,37.0375790711852,38.68258359837462,36.26492283656745,37.38651838821387,3731307
2020-04-15,35.783455035827636,36.314770767121075,39.20599637707094,35.86613178583185,37.38651838821387,5393926
2020-04-16,36.66760451314852,37.21204872969953,37.58591391358168,35.442418671396084,35.89105765268531,2529141
2020-04-17,37.74822869408812,38.30871841449248,39.00660085170314,37.26189666025316,38.881979123742425,3789325
2020-04-20,39.54108841286472,40.128196403349556,41.54888334147102,37.61083597728182,38.38349221189957,7046533
2020-04-21,36.716722238264865,37.26189666025316,39.280770174478036,36.88803147637102,39.280770174478036,2869173
2020-04-22,37.28159699444617,37.8351573695031,38.20902255338524,36.19014903916036,37.26189666025316,2633362
2020-04-23,37.15880078007863,37.710535641542386,39.20599637707094,37.53606598302805,38.159174622831614,3975655
2020-04-24,36.42200828126012,36.96280527377811,38.333644281345954,36.88803147637102,37.53606598302805,2248898
2020-04-27,36.96232227330658,37.51114011617458,37.959779097463816,37.28682252710663,37.88500530005672,1233681
2020-04-28,37.79734641920447,38.3585663450461,38.93182705429604,37.53606598302805,37.8351573695031,1861672
2020-04-29,38.38678193952061,38.956752921149516,39.53001363039946,38.25887048393886,38.73243152892824,2109471
2020-04-30,45.73012714780425,46.40913073193882,46.73314798526734,42.84494855163177,42.84494855163177,7718772
2020-05-04,41.211144310967136,41.823052664245914,43.59267891939604,40.6266833151924,43.59267891939604,3997604
2020-05-05,39.762123880618276,40.35251399241751,43.24373960236738,40.07834847279593,43.01942201329942,2836210
2020-05-06,40.81819110057637,41.4242616135103,41.87290059479953,40.07834847279593,40.77623091000659,2542246
2020-05-07,40.52347714357162,41.125170227035255,42.19691784812805,40.95070056852092,41.499035410917394,1732595
2020-05-08,39.81124921204127,40.40236572612445,42.296613709235295,40.15312227020302,42.221839911828205,1883318
2020-05-11,42.291768491906744,42.91972234903886,45.088139654924596,40.651609182045874,40.80115297370674,7627363
2020-05-12,42.316333059194896,42.94464821589233,43.71730064735676,41.64858300573158,42.91972234903886,3908399
2020-05-13,42.85664705124136,43.4929830582888,46.90761764378167,43.01942201329942,46.90761764378167,3496462
2020-05-14,41.16203038900411,41.77320473369229,42.520935101456566,41.199944024442345,42.07229612016734,2830820
2020-05-15,41.456744346008854,42.07229612016734,42.54585716515672,41.32456575240306,42.371387506642385,1864129
2020-05-18,39.6147669021159,40.202970200756646,42.221839911828205,39.67955742206032,42.221839911828205,2070292
2020-05-19,40.1796416582972,40.77623091000659,42.67047889311743,40.651609182045874,41.374413682956686,2737879
2020-05-20,40.99010504006026,41.59873127202464,42.07229612016734,40.277743998163736,40.77623091000659,1649338
2020-05-21,41.28482660337164,41.897826461653004,42.446161304049475,41.374413682956686,41.47410954406393,2046339
2020-05-22,40.64627335793916,41.24979195499597,41.823052664245914,40.87592677111383,41.59873127202464,1374618
2020-05-26,40.81819110057637,41.4242616135103,42.695404759970906,41.199944024442345,41.79812679739244,1625707
2020-05-27,41.55498359939487,42.17199198127458,42.86987441848524,41.87290059479953,41.99752232276025,2244804
2020-05-28,42.660164741315995,43.293587532920995,43.89177410902441,42.14706991757443,42.695404759970906,3387527
2020-05-29,42.684729308604155,43.31851339977447,43.59267891939604,42.19691784812805,42.770178557377996,3186012
2020-06-01,44.010949721432155,44.66442654048884,45.43708277510659,43.89177410902441,44.36533515401379,3930444
2020-06-02,47.400186849059985,48.10398699283518,48.502778043570785,44.5647306793816,44.5647306793816,6287956
