Date,Open,High,Low,Close,Volume,Returns_1d,Returns_5d,Returns_21d,Log_Returns,Vol_21d,MA_21d,SMA_50,SMA_200,MACD,MACD_Signal,MACD_Diff,RSI,BB_High,BB_Low,ATR,Vol_Change,Vol_MA_20,Vol_Z,DayOfWeek,Month,Target_5d,sentiment_score,sentiment_volatility,Ticker
2020-12-16,461.3792892925429,466.41704016574494,456.44127174860887,462.1274719238281,4088505,0.0017299248083693097,0.03150741291990378,,0.0017284302118927603,,,,,,,,,,,0.0,-0.14464078408843417,,,2,12,0.0007555309574533986,0.0,0.0,ADANIENT.NS
2020-12-17,462.2770826844066,472.8015361826864,453.99720742807057,458.18701171875,4912523,-0.008526781990852106,0.026942385332396235,,-0.008563342976467613,,,,,,,,,,,0.0,0.2015450635378946,,,3,12,0.03124330619043514,0.0,0.0,ADANIENT.NS
2020-12-18,459.88291917417814,463.0751772114071,449.7076233186862,454.0470886230469,2159692,-0.009035444021369021,0.011894175544303609,,-0.009076511206365061,,,,,,,,,,,0.0,-0.5603700990305795,,,4,12,0.07843575321367524,0.0,0.0,ADANIENT.NS
2020-12-21,452.89986551503813,459.6335088899864,408.65732851091184,428.15997314453125,5350194,-0.05701416466961928,-0.05701416466961928,,-0.058704017320050816,,,,,,,,28.7154116342805,,,19.18554198807137,1.4772949105705813,,,0,12,0.13979504981701285,0.0,0.0,ADANIENT.NS
2020-12-22,427.1624345947558,460.43159937487485,417.08690196138986,457.6882629394531,8342699,0.0689655541083336,-0.007892719921263947,,0.06669140898711273,,,,,,,,53.73681448479227,,,20.911195947029487,0.5593264468540766,,,1,12,0.05525283531707115,0.0,0.0,ADANIENT.NS
2020-12-23,456.8901872098041,465.6688511184798,453.0994074409733,462.47662353515625,4604130,0.010462056782820639,0.0007555309574533986,,0.010407708203387994,,,,,,,,56.4088809954014,,,20.315356499206413,-0.44812464167771127,,,2,12,0.034404650150576366,0.0,0.0,ADANIENT.NS
2020-12-24,463.87325479107943,478.6872777263594,461.27954878309134,472.5022888183594,7985151,0.02167820982294688,0.03124330619043514,,0.021446579014751502,,,,,,,,61.43175868223523,,,20.107668816639386,0.7343452508943058,,,3,12,0.0369470814841224,0.0,0.0,ADANIENT.NS
2020-12-28,471.85386074869996,505.77147441773974,471.55459986436637,489.6606140136719,13714406,0.03631373985133979,0.07843575321367524,,0.0356699356855559,,,,,,,,68.18783039776415,,,21.1154692264061,0.7174886235714266,,,0,12,0.007436118430192096,0.0,0.0,ADANIENT.NS
2020-12-29,490.8078209838413,497.94048952933167,483.5255219962892,488.0146179199219,5849496,-0.0033615039614030007,0.13979504981701285,,-0.0033671665091899263,,,,,,,,66.97577970996218,,,20.636861962594406,-0.5734779909534544,,,1,12,0.01062949186690254,0.0,0.0,ADANIENT.NS
2020-12-30,488.01461863495024,494.7981291964822,477.2407701362681,482.9768371582031,5419517,-0.010323012009745614,0.05525283531707115,,-0.010376663850009592,,,,,,,,63.26897379622272,488.0001848544797,428.5335065517703,20.41689746956724,-0.07350701667288939,5843311.55,-0.11649609395657642,2,12,0.013941957584850728,0.0,0.0,ADANIENT.NS
2020-12-31,479.83446859193526,482.8271991652738,434.6941157774133,478.3879699707031,7575962,-0.009501215864720414,0.034404650150576366,,-0.009546640370504341,,459.2249944777716,,,,,,60.01088434381063,490.4100080211135,428.69743521619114,22.407313463225996,0.39790354011252305,5381029.9,0.8402577152900974,3,12,0.08038783560690965,0.0,0.0,ADANIENT.NS
2021-01-01,475.84416288477144,492.0547868824182,475.84416288477144,489.9598693847656,5035248,0.024189361230741557,0.0369470814841224,0.08242434661839404,0.02390143259804753,0.024519445244774826,461.0016334170387,,,,,,64.91714866331412,494.6501536060172,428.80672810785,21.964692787113197,-0.3353651985054835,5290359.85,-0.09850001517270315,4,1,0.054667625453869384,0.0,0.0,ADANIENT.NS
2021-01-04,490.80784602305044,501.38216749357423,485.47080339728484,493.3017883300781,4936582,0.006820801363811579,0.007436118430192096,0.10490464621445805,0.006797644935487204,0.024184137208673327,463.23193359375,,,,,,66.20663437579354,498.83308314068097,429.46703587787374,21.532312166340066,-0.019595062646368122,5330620.95,-0.15289242876437678,0,1,0.04984826947771337,0.0,0.0,ADANIENT.NS
2021-01-05,490.80778709347163,500.1850029532798,488.413608854912,493.20196533203125,3654033,-0.00020235685417802074,0.01062949186690254,0.1086443535752164,-0.00020237733108871255,0.02413522868576111,465.53348359607514,,,,,,66.12844830943502,502.6802760367214,429.29591109706763,20.835103732913474,-0.25980506350345234,5244770.65,-0.610819357002728,1,1,0.06270223538512698,0.0,0.0,ADANIENT.NS
2021-01-06,494.7981278656078,499.43685422562186,483.0765996349205,489.7104797363281,3295461,-0.007079220767809757,0.013941957584850728,0.07288822617443946,-0.00710439734186221,0.02378614903376306,467.11773100353423,,,,,,63.31214634303782,505.3181871083318,430.5485548350275,20.515471651326894,-0.09813047665415175,5215896.1,-0.7320377106643089,2,1,0.09197397392993367,0.0,0.0,ADANIENT.NS
2021-01-07,492.70320186787444,522.6804045825152,492.6034380937959,516.8445434570312,9879731,0.05540837871248483,0.08038783560690965,0.14649265609421525,0.05392778085547756,0.026003474776543474,470.2624744233631,,,12.550551497680942,,,72.95273432447874,513.2000206163833,429.5499976941636,21.405075450959764,1.997981466022508,5569980.2,1.564605251773429,3,1,0.027021789491497472,0.0,0.0,ADANIENT.NS
2021-01-08,521.7326962975461,525.3239486284381,512.8542379138696,516.7448120117188,3702267,-0.00019296217126607562,0.054667625453869384,0.15341791293863616,-0.00019298079086113565,0.025885622539735437,473.5354759579613,,,14.078181891866109,,,72.87693361614605,519.4472375160902,430.3606390708239,20.7668351126461,-0.6252664166666076,5599400.15,-0.6949337141351956,4,1,0.01795355186835601,0.0,0.0,ADANIENT.NS
2021-01-11,519.3384664831817,523.3287737504739,509.2629649881716,517.8920288085938,4148831,0.0022200838212749208,0.04984826947771337,0.16076026121795683,0.0022176230765548655,0.025784571756359516,476.9509902227493,,,15.206124060373156,,,73.22161210910885,524.931430915657,431.7946433030931,20.28819037333583,0.120619069343189,5659833.3,-0.5636132965781944,0,1,-0.021766456970731096,0.0,0.0,ADANIENT.NS
2021-01-12,517.742315716006,535.299641566504,515.8468956002957,524.1268310546875,4878024,0.012038807124405526,0.06270223538512698,0.16807463560468028,0.011966917090922919,0.02580031953801131,480.5422653924851,,,16.413913413616967,,,75.07542155106853,531.0616936149457,432.67235484696835,20.228515772826714,0.17575866551324948,5715616.05,-0.31597722095696784,1,1,0.008945658550877589,0.0,0.0,ADANIENT.NS
2021-01-13,527.8179268244833,538.8910672277377,520.0368389845495,534.7510986328125,4948731,0.020270413473673976,0.09197397392993367,0.17774370110930637,0.020067703409102387,0.02593217721741705,484.3853134881882,,,18.020653899870695,,,77.88492792142624,538.8409639650333,432.2352536863338,20.13035237785254,0.014495008634643813,5724059.15,-0.2928055041564452,2,1,0.01996070930524274,0.0,0.0,ADANIENT.NS
2021-01-14,533.6537384134853,539.6890660691545,527.1196223418555,530.8106079101562,3161306,-0.007368831467071013,0.027021789491497472,0.15061082202221865,-0.0073961154222086265,0.02607825654253548,487.6939421154204,,,18.75979144370524,,,74.52936332802874,544.5989578236015,433.34557342639846,19.59028747424157,-0.36118855520738546,5677699.2,-0.9368847180781207,3,1,0.009021018188182017,0.0,0.0,ADANIENT.NS
2021-01-15,533.4043092238608,536.1975119926041,517.5428142816431,526.022216796875,3376852,-0.009020903203373232,0.01795355186835601,0.1382621652139706,-0.009061837915350266,0.026292018461372368,490.7365490141369,,,18.743121095009485,,,70.55156446191391,548.3399683830861,436.38808337472636,19.523459634007242,0.06818258023740831,5600915.65,-0.8145197806885014,4,1,-0.0009480935325424378,0.0,0.0,ADANIENT.NS
2021-01-18,526.7205195000922,527.8178295608164,500.83339088130197,506.6193542480469,5204588,-0.036886013421597696,-0.021766456970731096,0.10570431131955838,-0.03758350806370018,0.027788756887624482,493.04285103934154,,,16.968656759856913,,,57.223907829375484,548.4030599537646,441.5822183665479,20.05638670868633,0.5412543990675338,5753160.45,-0.2101154602578808,0,1,0.011913026658850967,0.0,0.0,ADANIENT.NS
2021-01-19,511.0586340670949,530.7109111889501,511.0586340670949,528.8154907226562,4181185,0.04381225527310173,0.008945658550877589,0.1646710307654513,0.04287964117482632,0.028812915966628327,496.60325113932294,,,17.155663888297624,16.51154791749695,0.644115970800673,65.29957185672016,545.7072902783045,454.3435397998205,20.34461315384468,-0.1966347768545752,5694710.0,-0.5747636863505747,1,1,-0.032635423845464584,0.0,0.0,ADANIENT.NS
2021-01-20,530.8605130860317,550.8120488834996,529.7132754227752,545.4251098632812,6681731,0.03140910096625005,0.01996070930524274,0.27388159583793126,0.030925926491709395,0.02510928661009347,502.1873052687872,,,18.431657166660898,16.89556976732974,1.5360873993311586,69.8817671369039,549.839074913424,458.9854398570837,20.462609225773157,0.598047204321263,5611661.6,0.4162327951124134,2,1,-0.06383173245585816,0.0,0.0,ADANIENT.NS
2021-01-21,550.0639250571102,551.6101570691544,530.2619871302323,535.5990600585938,4208383,-0.018015396847333554,0.009021018188182017,0.17022677535746045,-0.018179649821193508,0.022232476219003316,505.89734322684154,,,18.437475196153798,17.203950853094554,1.2335243430592442,64.45893850924958,551.1140607418849,465.0226976809667,20.52586356242665,-0.37016575495182313,5591874.25,-0.5361306634043,3,1,-0.05634206641288486,0.0,0.0,ADANIENT.NS
2021-01-22,532.7559310573021,545.4251698597546,520.336086479751,525.5234985351562,4179558,-0.018811761025747997,-0.0009480935325424378,0.13632445791113024,-0.01899095303913441,0.022959536561483293,508.89957536969865,,,17.428171306323804,17.248794943740403,0.17937636258340106,59.37132918286101,551.1269277728063,470.3119516217249,20.851807835110723,-0.006849424113727243,5401594.6,-0.4821324634923163,4,1,0.019741870579431664,0.0,0.0,ADANIENT.NS
2021-01-25,528.9650798813454,533.105047812876,507.76657361547353,512.6547241210938,3728411,-0.024487533763823954,0.011913026658850967,0.08497828741348146,-0.024792339670871046,0.023619406698986968,510.8115960984003,,,15.412225612528118,16.88148107749795,-1.4692554649698302,53.55700189238527,551.106016113866,472.6322742914075,21.17228400384585,-0.10794131819680453,4902294.85,-0.71808557647724,0,1,0.09787905828259014,0.0,0.0,ADANIENT.NS
2021-01-27,511.85663391070165,520.2861700841465,505.82130642238224,511.557373046875,2792007,-0.0021405266012131108,-0.032635423845464584,0.04471823627740612,-0.0021428208027292612,0.02246383474632462,511.8542989095052,,,13.569605104488005,16.21910588289596,-2.6495007784079547,53.07964434257014,550.7318394987764,475.3607264191925,20.693182550840024,-0.25115364159155196,4749420.4,-1.1625469452605655,2,1,0.10491416901990558,0.0,0.0,ADANIENT.NS
2021-01-28,506.0706875673247,518.2411364427576,500.13512400128855,510.60968017578125,4197516,-0.0018525641912836566,-0.06383173245585816,0.04629997017746512,-0.0018542823106038673,0.02244715068909017,512.9302542550223,,,11.89571775258031,15.354428256832831,-3.4587105042525206,52.6432521687842,549.5408646628673,479.31498555685926,20.508384685884952,0.5034045401748635,4688320.35,-0.29209317470593577,3,1,0.1520955066138694,0.0,0.0,ADANIENT.NS
2021-01-29,513.951602533909,523.9273709802687,501.28236442958024,505.42230224609375,3822560,-0.010159184463368831,-0.05634206641288486,0.04647317088736158,-0.010211141169224468,0.02244253778819059,513.9990859258743,,,10.034895887007167,14.2905217828677,-4.255625895860533,50.20990909497743,547.1173912947733,484.44189215249247,20.66100053337092,-0.08932806926763348,4500650.25,-0.4389031144103255,4,1,0.1750715114736563,0.0,0.0,ADANIENT.NS
2021-02-01,509.2630003914112,538.1927300904335,495.69594865072975,535.8983154296875,4004036,0.060298117135232365,0.019741870579431664,0.12021695583713443,0.05855011116310277,0.025545614463275922,516.7376738048736,,,10.893764184898828,13.611170263273927,-2.717406078375099,61.47627502008518,548.2190791423261,487.93404890943185,22.220699169537557,0.047474990582227594,4449089.65,-0.2883607248348065,0,2,0.169582939168065,0.0,0.0,ADANIENT.NS
2021-02-02,540.7365335789549,565.5263554854404,539.4895624836768,562.8328857421875,5144708,0.05026059895505308,0.09787905828259014,0.14873262263076215,0.049038322856520745,0.02707547409985853,520.2078174409412,,,13.591147928290866,13.607165796277316,-0.01601786798645044,68.30278360288753,555.2887565372823,487.8174812556865,22.749794947124368,0.2848805555194809,4459495.95,0.4427727273711144,1,2,0.11635930732832378,0.0,0.0,ADANIENT.NS
2021-02-03,566.6236216190712,575.2027577323449,556.9969811574365,565.2269897460938,6087209,0.004253667588647092,0.10491416901990558,0.14580365025534636,0.004244646317946554,0.02708196487717568,523.6328270321801,,,15.740580548886328,14.03384874679912,1.7067318020872086,68.83147741611958,561.3060094012282,489.00273083314676,22.4252222062518,0.18319815235383619,4581154.75,0.9554551140493734,2,2,0.148429289040253,0.0,0.0,ADANIENT.NS
2021-02-04,560.5883588099359,610.2178102646313,554.6527639961932,588.2711181640625,11184167,0.040769688702091855,0.1520955066138694,0.19275907136345083,0.039960524715682066,0.028008839159051304,528.159929547991,,,19.083507170457096,15.043780431530715,4.039726738926381,73.42601443864959,571.9785824395015,488.18622163764695,24.792352496407965,0.8373226547667412,4975590.05,2.9175010187128856,3,2,0.11683893543153245,0.0,0.0,ADANIENT.NS
2021-02-05,593.5582210929553,606.3770591599754,587.1737049481445,593.9073486328125,4754950,0.009581008305048488,0.1750715114736563,0.21277238941789944,0.009535401519568823,0.027771623576415674,533.1216852097284,,,21.934747185770902,16.421973782378753,5.512773403392149,74.4192493208077,583.6907405620465,484.1803440326802,24.393138333223884,-0.5748498748275128,4719351.0,0.01991224841453369,4,2,0.20760904439592376,0.0,0.0,ADANIENT.NS
2021-02-08,603.9330533705494,636.4540345424214,602.0874996533921,626.7775268554688,7085276,0.05534563311655272,0.169582939168065,0.21270028829776533,0.05386832760265989,0.02776645048140414,538.3565891810825,,,26.540778541049008,18.445734734112804,8.095043806936204,79.28253590502081,602.8353668842317,476.0389891948698,25.689820302965668,0.49008422801501594,4888501.45,1.1902738515057798,0,2,0.21510434727483552,0.0,0.0,ADANIENT.NS
2021-02-09,629.9198898997589,640.3445797590506,619.4952000404672,628.32373046875,4510798,0.0024669097838248,0.11635930732832378,0.2159265383287503,0.002463871956888315,0.027725644633702175,543.6698710123698,,,29.97037742910925,20.750663273112092,9.219714155997156,79.48015998284849,618.3393047595837,471.5782214855335,25.344074546938362,-0.3633560640404129,4906599.8,-0.21514070221934115,1,2,0.2387077083043534,0.0,0.0,ADANIENT.NS
2021-02-10,631.5159752671476,653.3130646794699,620.5924972299408,649.1232299804688,5991927,0.033103157660783644,0.148429289040253,0.2533949044818691,0.032567047359525356,0.028124486357628597,549.9189758300781,,,33.97506167648328,23.395542953786332,10.579518722696946,81.97150371081491,636.7171571764861,465.7000089612092,25.870966897123417,0.3283518792018618,4962294.95,0.5548733552524661,2,2,0.20708465774381102,0.0,0.0,ADANIENT.NS
2021-02-11,652.4152601982744,659.3982981514669,643.7861960869258,657.0040893554688,3688016,0.012140775450659946,0.11683893543153245,0.25352119072667123,0.012067667367448241,0.028124650096368317,556.2464643205915,507.3336590576172,,37.354127157457356,26.187259794520536,11.16686736293682,82.82249504835876,653.9991844854956,460.6432807244653,25.138190837653248,-0.3845025148003305,4899259.2,-0.6451750133527769,3,2,0.22714849147951743,0.0,0.0,ADANIENT.NS
2021-02-12,655.4079879435724,722.6945583962053,653.612361797891,717.2078857421875,16810897,0.09163382292761613,0.20760904439592376,0.34119946191014594,0.08767549409868419,0.03314084166021183,564.9348827543713,512.6248077392578,,44.378437121748334,29.825495259966097,14.552941861782237,87.62721503934203,684.8416576370472,448.4405353561168,28.277048391986174,3.5582494761411017,5581738.75,3.491585616930963,4,2,0.08755836018413832,0.0,0.0,ADANIENT.NS
2021-02-15,723.2432536146811,786.0407317439185,705.9353187279104,761.60009765625,21579566,0.0618958781638661,0.21510434727483552,0.43478688313093516,0.06005587485300088,0.034273815714664084,575.9248584565662,518.9275,,52.91733576928914,34.44386336183071,18.47347240745843,89.87591441163667,722.2540164980915,434.58596458101005,31.97907443655917,0.2836653511112466,6491874.45,3.1677493968777437,0,2,0.055602811848255884,0.0,0.0,ADANIENT.NS
2021-02-16,758.1583842722372,801.0043209292841,754.4174711919466,778.3094482421875,19426061,0.021939795750235414,0.2387077083043534,0.4796132623096676,0.021702581778481122,0.033719965953837604,587.9385361444382,525.5963006591796,,60.337249163599154,39.622540522184394,20.71470864141476,90.57059578855637,756.0476747300694,427.9613157484463,33.02248695804334,-0.0997937122553808,7202948.1,2.199927847675115,1,2,0.024929613979868925,0.0,0.0,ADANIENT.NS
2021-02-17,785.2425845933635,800.0565753811171,780.3544340297741,783.5466918945312,8908279,0.006728999197134433,0.20708465774381102,0.5466181568556843,0.0067064605339738365,0.03134172670572733,601.1255522228423,532.1384088134765,,65.8807534628769,44.874183110322896,21.006570352554,90.78404669587351,785.8498553338952,423.63225526180787,32.21710411382093,-0.5414263859255872,7439302.8,0.266057778569508,2,2,0.025144830092846515,0.0,0.0,ADANIENT.NS
2021-02-18,785.3423311351262,822.5020667144003,784.0953601425331,806.2415771484375,9694238,0.028964304857228784,0.22714849147951743,0.5246179268437519,0.02855276709301776,0.03097707241619956,614.3363182431176,539.2471417236328,,71.28359521660695,50.156065531579706,21.12752968502725,91.66458980820912,816.6209113973268,418.94284592689195,32.698409164252936,0.08822792820027292,7589928.15,0.3798001864671566,3,2,0.0436773276610356,0.0,0.0,ADANIENT.NS
2021-02-19,811.0300505438835,828.9864354267738,727.7323762260307,780.0054321289062,20210882,-0.032541295020190875,0.08755836018413832,0.4300871339136292,-0.03308253718052259,0.03295496096851762,625.5068097795759,545.8870147705078,,72.61133037575917,54.6471185004156,17.964211875343565,81.92013124715993,837.0097075572722,422.99468697397776,37.59524130971652,1.0848345171637006,8390053.1,1.9225104546834118,4,2,0.06618488875520367,0.0,0.0,ADANIENT.NS
2021-02-22,784.0954009984652,811.0299758419238,778.658595010019,803.9472045898438,10890564,0.030694366314337085,0.055602811848255884,0.5010243007183266,0.03023271716261882,0.03201748116648363,638.2852928524926,553.0426342773437,,74.73398415402153,58.664491631136784,16.069492522884744,83.63029581678744,858.271522595597,429.5752425411216,37.22210841844425,-0.4611534518879483,8725603.4,0.3555173777627988,0,2,0.05658254624570791,0.0,0.0,ADANIENT.NS
2021-02-23,812.8256560340286,825.2953674388439,787.0881838719423,797.71240234375,9753081,-0.0077552384167746125,0.024929613979868925,0.5179385975456718,-0.007785466664492485,0.031432843409382905,651.2466692243304,560.022681274414,,75.04799950876645,61.94119320666272,13.106806302103735,81.4691363619334,873.6210777806361,442.73145517834814,37.29247092904835,-0.10444665675717069,9026836.9,0.1214988046361653,1,2,0.09116484515353052,0.0,0.0,ADANIENT.NS
2021-02-24,804.0468895834472,810.0822169618025,793.5224666677153,803.2488403320312,4626257,0.006940393520289634,0.025144830092846515,0.5668417797361338,0.006916419849734702,0.02989273059772873,665.084484281994,567.0067163085937,,74.880428250053,64.52904021534077,10.35138803471223,81.91603524603826,886.0105009226716,459.51117876482834,35.81156231226541,-0.5256619933741964,9118549.4,-0.7626834806349421,2,2,0.1367983520901941,0.0,0.0,ADANIENT.NS
2021-02-25,812.0275382520747,860.3102810976417,807.0396541104772,841.4560546875,12118095,0.04756585062690588,0.0436773276610356,0.6448908744599322,0.04646923539855409,0.029851307077577792,680.7939453125,574.6092492675781,,76.94367096460223,67.01196636519308,9.931704599409159,84.66461268574857,900.9959550951078,477.61036204356395,37.329410773218626,1.6194167336574687,9514578.35,0.4483006606377378,3,2,0.08879675471855775,0.0,0.0,ADANIENT.NS
2021-02-26,831.8793991071656,858.9137086721389,817.8633949887109,831.6300048828125,11355426,-0.011677436688404041,0.06618488875520367,0.6287000367805748,-0.011746153433010225,0.030355955892089854,696.0806274414062,581.9992999267578,,76.89947628685672,68.98946834952581,7.910007937330917,81.24460466293026,908.1935965696142,503.0334908327296,37.5951895525193,-0.06293637737614699,9891221.65,0.25863061556214945,4,2,0.09146517694199074,0.0,0.0,ADANIENT.NS
2021-03-01,838.7126346393255,858.8636967361507,834.4230668834437,849.4365844726562,5996840,0.021411660817063582,0.05658254624570791,0.6806472146119493,0.021185651670119238,0.029348534054617438,712.4622599283854,589.8242913818359,,77.40897140648133,70.67336896091692,6.73560244556441,82.61511772921752,917.3312106423311,525.2497036643094,36.85508257400636,-0.4718965188976618,9990861.85,-0.7171768093941936,0,3,0.06893736793740168,0.0,0.0,ADANIENT.NS
2021-03-02,855.322476164202,874.3761709946916,850.184930667685,870.4357299804688,5116413,0.024721263354637646,0.09116484515353052,0.6242553949484735,0.024420637417879653,0.028241053505913327,728.3926130022321,598.1520642089844,,78.60114048479909,72.25892326569335,6.342217219105734,84.09147875195976,928.7978593377286,544.5433393927401,36.00397571315129,-0.14681515598215056,9989447.1,-0.8748104002261828,1,3,0.0374190312903826,0.0,0.0,ADANIENT.NS
2021-03-03,878.316561990369,942.6104030456022,870.7349412924408,913.1319580078125,11670544,0.04905155723364185,0.1367983520901941,0.6223855804084693,0.04788647714217898,0.028185452043492213,745.0735212053571,607.85150390625,,82.04540350292973,74.21621931314064,7.829184189789089,86.58582797988308,943.9385559753528,564.1931395812878,38.587596952578586,1.281001162337755,10268613.85,0.25470914489041163,2,3,-0.01879063047223417,0.0,0.0,ADANIENT.NS
2021-03-04,907.7949515207815,936.4254198615813,903.2061222745915,916.1746215820312,8141787,0.0033321181539378575,0.08879675471855775,0.6208968046511492,0.0033265789496866086,0.0282179053365695,761.7853131975446,617.0212310791015,,84.05162941760875,76.18330133403427,7.868328083574482,86.74532248335822,956.8335281043335,584.0885177941041,38.20414699789368,-0.3023643970666663,10116494.85,-0.35777397900820235,3,3,-0.02645909342095143,0.0,0.0,ADANIENT.NS
2021-03-05,915.775538473076,931.7367679018007,886.1474941685543,907.6951904296875,7109101,-0.009255256533630685,0.09146517694199074,0.5429878544139932,-0.009298352536195532,0.02880443092526608,776.9959833054315,625.9256024169922,,83.98918365293821,77.74447779781507,6.244705855123144,83.75651518146225,963.0189705911578,609.2818594869673,38.73165605041887,-0.12683775687081966,10234202.4,-0.576232324634857,4,3,-0.015056606255191896,0.0,0.0,ADANIENT.NS
2021-03-08,915.8753278159974,924.1552647983465,902.90682811202,907.9945068359375,3904469,0.0003297543155520444,0.06893736793740168,0.5288487487588096,0.00032969995854704147,0.02906144726154384,791.9525146484375,634.6354467773438,,83.00699430672398,78.79698109959685,4.210013207127133,83.77776284023483,968.6776081200903,631.7449199560815,37.482854667269415,-0.4507787974878962,10075162.05,-1.108776135907648,0,3,-0.013623425058255978,0.0,0.0,ADANIENT.NS
2021-03-09,915.7755635115226,926.1503872787575,891.4346636123037,903.006591796875,5561849,-0.005493331734399698,0.0374190312903826,0.4407130969217137,-0.005508475566697832,0.028473154021209705,805.1062796456473,642.9023663330078,,80.89362772971674,79.21631042562083,1.677317304095908,81.85619103910412,968.3174038778051,659.5734103311794,37.285202452925446,0.42448281699765067,10127714.6,-0.8279380845344791,1,3,-0.03457802236722751,0.0,0.0,ADANIENT.NS
2021-03-10,908.7924704168249,911.8849341610357,886.5465198167842,895.9736328125,5465016,-0.007788380559194175,-0.01879063047223417,0.42597452454019913,-0.007818868398830975,0.028836960295790883,817.8515130905878,651.0615466308594,,77.7549577264167,78.92403988578,-1.169082159363299,79.10123396107173,964.6129724193254,687.9628820728622,36.431860445163025,-0.017410217357572977,10101369.05,-0.837377280214987,2,3,-0.030173099707131668,0.0,0.0,ADANIENT.NS
2021-03-12,902.807084119568,921.5615174464781,887.1451147921962,891.9334716796875,6049852,-0.0045092411035917435,-0.02645909342095143,0.37405877726256165,-0.004519438397508391,0.02898224386776565,829.4139055524554,659.240679321289,,74.08749734598382,77.95673137782077,-3.869234031836953,77.48783374824762,955.1341996157043,720.9345931089051,36.2878991743858,0.10701450828323278,10219460.85,-0.7697760014440992,4,3,-0.004977062892387085,0.0,0.0,ADANIENT.NS
2021-03-15,896.5721901268928,901.8094685671333,872.3809516172103,894.0283813476562,5234540,0.0023487286154018072,-0.015056606255191896,0.360765322213918,0.0023459746636945657,0.029119713558307614,840.7007765997024,667.5534875488281,,70.53694428814947,76.47277395988652,-5.935829671737054,77.74135182671321,952.2650087805634,741.4858335045928,35.79794330120989,-0.13476561079510707,9640643.0,-0.8325468079029836,0,3,0.10583576561632868,0.0,0.0,ADANIENT.NS
2021-03-16,898.5175090289885,902.2085556666946,885.8981371275404,895.62451171875,2555026,0.0017853240505494306,-0.013623425058255978,0.24876556647440062,0.0017837322538670271,0.02335262271287878,849.1968064081101,675.6667803955078,,67.07865876773235,74.59395092145569,-7.515292153723337,77.94514219443741,953.317598097976,753.8356855934302,34.40597724677734,-0.5118910162115486,8689416.0,-1.3020512828929816,1,3,0.17888167790566012,0.0,0.0,ADANIENT.NS
